Disease,Symptoms,symptoms_list,symptom_count,symptoms_text,disease_encoded,has_respiratory_symptoms,has_cardiovascular_symptoms,has_gastrointestinal_symptoms,has_genitourinary_symptoms,has_neurological_symptoms,has_dermatological_symptoms,has_musculoskeletal_symptoms,has_endocrine_symptoms,has_severe_indicators,has_mild_indicators,has_chronic_indicators,symptom_diversity,is_augmented,augmentation_type,original_index,is_partial,partial_factor,is_noisy
Pelvic Inflammatory Disease (PID),lower abdominal pelvic pain; painful intercourse; irregular menstrual bleeding; fever,"['lower abdominal pelvic pain', 'painful intercourse', 'irregular menstrual bleeding', 'fever']",4,lower abdominal pelvic pain painful intercourse irregular menstrual bleeding fever,33,0,0,1,1,0,0,0,0,0,0,0,2,True,partial_symptoms,24.0,True,0.6,
Pelvic Inflammatory Disease (PID),fever; abnormal vaginal discharge; infertility risk if untreated; dysuria,"['fever', 'abnormal vaginal discharge', 'infertility risk if untreated', 'dysuria']",4,fever abnormal vaginal discharge infertility risk if untreated dysuria,33,0,0,0,0,0,0,0,0,0,0,0,0,True,partial_symptoms,24.0,True,0.7,
Pelvic Inflammatory Disease (PID),dysuria; lower abdominal pelvic pain; painful intercourse; abnormal vaginal discharge; fever,"['dysuria', 'lower abdominal pelvic pain', 'painful intercourse', 'abnormal vaginal discharge', 'fever']",5,dysuria lower abdominal pelvic pain painful intercourse abnormal vaginal discharge fever,33,0,0,1,1,0,0,0,0,0,0,0,2,True,partial_symptoms,24.0,True,0.8,
Vaginal Yeast Infection (Candidiasis),burning with urination; redness swelling of vulva,"['burning with urination', 'redness swelling of vulva']",2,burning with urination redness swelling of vulva,48,0,0,0,1,0,1,0,1,0,0,0,3,True,partial_symptoms,25.0,True,0.6,
Vaginal Yeast Infection (Candidiasis),thick white  cottage cheese  discharge; burning with urination,"['thick white  cottage cheese  discharge', 'burning with urination']",2,thick white  cottage cheese  discharge burning with urination,48,0,0,0,1,0,0,0,1,0,0,0,2,True,partial_symptoms,25.0,True,0.7,
Vaginal Yeast Infection (Candidiasis),redness swelling of vulva; intense vaginal itching and irritation; burning with urination,"['redness swelling of vulva', 'intense vaginal itching and irritation', 'burning with urination']",3,redness swelling of vulva intense vaginal itching and irritation burning with urination,48,0,0,0,1,0,1,0,1,1,0,0,3,True,partial_symptoms,25.0,True,0.8,
Bacterial Vaginosis,vaginal itching or irritation  may be mild or absent; fishy odor  especially after intercourse,"['vaginal itching or irritation  may be mild or absent', 'fishy odor  especially after intercourse']",2,vaginal itching or irritation  may be mild or absent fishy odor  especially after intercourse,3,0,0,0,0,0,1,0,0,0,1,0,1,True,partial_symptoms,26.0,True,0.6,
Bacterial Vaginosis,thin gray or white vaginal discharge; fishy odor  especially after intercourse,"['thin gray or white vaginal discharge', 'fishy odor  especially after intercourse']",2,thin gray or white vaginal discharge fishy odor  especially after intercourse,3,0,0,0,0,0,0,0,0,0,0,0,0,True,partial_symptoms,26.0,True,0.7,
Bacterial Vaginosis,vaginal itching or irritation  may be mild or absent; thin gray or white vaginal discharge,"['vaginal itching or irritation  may be mild or absent', 'thin gray or white vaginal discharge']",2,vaginal itching or irritation  may be mild or absent thin gray or white vaginal discharge,3,0,0,0,0,0,1,0,0,0,1,0,1,True,partial_symptoms,26.0,True,0.8,
Ectopic Pregnancy,vaginal bleeding or spotting; shoulder pain  if internal bleeding; abdominal or pelvic pain  often one sided,"['vaginal bleeding or spotting', 'shoulder pain  if internal bleeding', 'abdominal or pelvic pain  often one sided']",3,vaginal bleeding or spotting shoulder pain  if internal bleeding abdominal or pelvic pain  often one sided,10,0,0,1,1,0,0,0,0,0,0,0,2,True,partial_symptoms,27.0,True,0.6,
Ectopic Pregnancy,vaginal bleeding or spotting; dizziness or fainting; shoulder pain  if internal bleeding,"['vaginal bleeding or spotting', 'dizziness or fainting', 'shoulder pain  if internal bleeding']",3,vaginal bleeding or spotting dizziness or fainting shoulder pain  if internal bleeding,10,0,0,0,0,1,0,0,0,0,0,0,1,True,partial_symptoms,27.0,True,0.7,
Ectopic Pregnancy,missed period; dizziness or fainting; shoulder pain  if internal bleeding; vaginal bleeding or spotting,"['missed period', 'dizziness or fainting', 'shoulder pain  if internal bleeding', 'vaginal bleeding or spotting']",4,missed period dizziness or fainting shoulder pain  if internal bleeding vaginal bleeding or spotting,10,0,0,0,0,1,0,0,0,0,0,0,1,True,partial_symptoms,27.0,True,0.8,
Miscarriage (Spontaneous Abortion),decreased pregnancy symptoms; vaginal bleeding or spotting; backache,"['decreased pregnancy symptoms', 'vaginal bleeding or spotting', 'backache']",3,decreased pregnancy symptoms vaginal bleeding or spotting backache,28,0,0,0,0,0,0,1,0,0,0,0,1,True,partial_symptoms,28.0,True,0.6,
Miscarriage (Spontaneous Abortion),cramping abdominal pain; passage of tissue or fluid; backache,"['cramping abdominal pain', 'passage of tissue or fluid', 'backache']",3,cramping abdominal pain passage of tissue or fluid backache,28,0,0,1,0,0,0,1,0,0,0,0,2,True,partial_symptoms,28.0,True,0.7,
Miscarriage (Spontaneous Abortion),vaginal bleeding or spotting; cramping abdominal pain; backache; decreased pregnancy symptoms,"['vaginal bleeding or spotting', 'cramping abdominal pain', 'backache', 'decreased pregnancy symptoms']",4,vaginal bleeding or spotting cramping abdominal pain backache decreased pregnancy symptoms,28,0,0,1,0,0,0,1,0,0,0,0,2,True,partial_symptoms,28.0,True,0.8,
Endometriosis,painful intercourse; chronic pelvic pain  often worse with menstruation; painful bowel or urination during periods,"['painful intercourse', 'chronic pelvic pain  often worse with menstruation', 'painful bowel or urination during periods']",3,painful intercourse chronic pelvic pain  often worse with menstruation painful bowel or urination during periods,11,0,0,0,1,0,0,0,1,0,0,1,2,True,partial_symptoms,29.0,True,0.6,
Endometriosis,painful bowel or urination during periods; infertility; chronic pelvic pain  often worse with menstruation,"['painful bowel or urination during periods', 'infertility', 'chronic pelvic pain  often worse with menstruation']",3,painful bowel or urination during periods infertility chronic pelvic pain  often worse with menstruation,11,0,0,0,1,0,0,0,1,0,0,1,2,True,partial_symptoms,29.0,True,0.7,
Endometriosis,infertility; painful intercourse; chronic pelvic pain  often worse with menstruation; painful bowel or urination during periods,"['infertility', 'painful intercourse', 'chronic pelvic pain  often worse with menstruation', 'painful bowel or urination during periods']",4,infertility painful intercourse chronic pelvic pain  often worse with menstruation painful bowel or urination during periods,11,0,0,0,1,0,0,0,1,0,0,1,2,True,partial_symptoms,29.0,True,0.8,
Uterine Fibroids,lower back pain; frequent urination; constipation,"['lower back pain', 'frequent urination', 'constipation']",3,lower back pain frequent urination constipation,47,0,0,1,1,0,0,1,1,0,0,0,4,True,partial_symptoms,30.0,True,0.6,
Uterine Fibroids,frequent urination; enlargement of abdomen in large fibroids; heavy or prolonged menstrual bleeding; constipation,"['frequent urination', 'enlargement of abdomen in large fibroids', 'heavy or prolonged menstrual bleeding', 'constipation']",4,frequent urination enlargement of abdomen in large fibroids heavy or prolonged menstrual bleeding constipation,47,0,0,1,1,0,0,0,1,0,0,0,3,True,partial_symptoms,30.0,True,0.7,
Uterine Fibroids,frequent urination; enlargement of abdomen in large fibroids; lower back pain; heavy or prolonged menstrual bleeding,"['frequent urination', 'enlargement of abdomen in large fibroids', 'lower back pain', 'heavy or prolonged menstrual bleeding']",4,frequent urination enlargement of abdomen in large fibroids lower back pain heavy or prolonged menstrual bleeding,47,0,0,0,1,0,0,1,1,0,0,0,3,True,partial_symptoms,30.0,True,0.8,
Endometritis,fever; pelvic pain; abnormal vaginal discharge,"['fever', 'pelvic pain', 'abnormal vaginal discharge']",3,fever pelvic pain abnormal vaginal discharge,12,0,0,0,1,0,0,0,0,0,0,0,1,True,partial_symptoms,31.0,True,0.6,
Endometritis,abnormal uterine bleeding; abnormal vaginal discharge; painful intercourse; pelvic pain,"['abnormal uterine bleeding', 'abnormal vaginal discharge', 'painful intercourse', 'pelvic pain']",4,abnormal uterine bleeding abnormal vaginal discharge painful intercourse pelvic pain,12,0,0,0,1,0,0,0,0,0,0,0,1,True,partial_symptoms,31.0,True,0.7,
Endometritis,bleeding after intercourse; painful intercourse; fever; abnormal uterine bleeding,"['bleeding after intercourse', 'painful intercourse', 'fever', 'abnormal uterine bleeding']",4,bleeding after intercourse painful intercourse fever abnormal uterine bleeding,12,0,0,0,0,0,0,0,0,0,0,0,0,True,partial_symptoms,31.0,True,0.8,
Iron Deficiency Anemia,dizziness; pale skin; fatigue; shortness of breath on exertion,"['dizziness', 'pale skin', 'fatigue', 'shortness of breath on exertion']",4,dizziness pale skin fatigue shortness of breath on exertion,24,1,0,0,0,1,1,0,1,0,0,0,4,True,partial_symptoms,32.0,True,0.6,
Iron Deficiency Anemia,fatigue; dizziness; pica  craving non food items; weakness; cold hands feet,"['fatigue', 'dizziness', 'pica  craving non food items', 'weakness', 'cold hands feet']",5,fatigue dizziness pica  craving non food items weakness cold hands feet,24,0,0,0,0,1,0,0,1,0,0,0,2,True,partial_symptoms,32.0,True,0.7,
Iron Deficiency Anemia,pica  craving non food items; weakness; brittle nails; dizziness; cold hands feet; fatigue,"['pica  craving non food items', 'weakness', 'brittle nails', 'dizziness', 'cold hands feet', 'fatigue']",6,pica  craving non food items weakness brittle nails dizziness cold hands feet fatigue,24,0,0,0,0,1,0,0,1,0,0,0,2,True,partial_symptoms,32.0,True,0.8,
Type 2 Diabetes Mellitus,frequent urination; blurred vision; slow wound healing; fatigue,"['frequent urination', 'blurred vision', 'slow wound healing', 'fatigue']",4,frequent urination blurred vision slow wound healing fatigue,45,0,0,0,1,0,0,0,1,0,0,0,2,True,partial_symptoms,33.0,True,0.6,
Type 2 Diabetes Mellitus,increased thirst; blurred vision; unexplained weight loss or gain; recurrent infections,"['increased thirst', 'blurred vision', 'unexplained weight loss or gain', 'recurrent infections']",4,increased thirst blurred vision unexplained weight loss or gain recurrent infections,45,0,0,0,0,0,0,0,1,0,0,1,1,True,partial_symptoms,33.0,True,0.7,
Type 2 Diabetes Mellitus,blurred vision; slow wound healing; frequent urination; increased thirst; unexplained weight loss or gain,"['blurred vision', 'slow wound healing', 'frequent urination', 'increased thirst', 'unexplained weight loss or gain']",5,blurred vision slow wound healing frequent urination increased thirst unexplained weight loss or gain,45,0,0,0,1,0,0,0,1,0,0,0,2,True,partial_symptoms,33.0,True,0.8,
Hypothyroidism,cold intolerance; slowed heart rate; menstrual irregularities; constipation,"['cold intolerance', 'slowed heart rate', 'menstrual irregularities', 'constipation']",4,cold intolerance slowed heart rate menstrual irregularities constipation,22,0,1,1,0,0,0,0,0,0,0,0,2,True,partial_symptoms,34.0,True,0.6,
Hypothyroidism,constipation; weight gain; menstrual irregularities; dry skin; fatigue,"['constipation', 'weight gain', 'menstrual irregularities', 'dry skin', 'fatigue']",5,constipation weight gain menstrual irregularities dry skin fatigue,22,0,0,1,0,0,1,0,1,0,0,0,3,True,partial_symptoms,34.0,True,0.7,
Hypothyroidism,hair loss; cold intolerance; fatigue; slowed heart rate; constipation; menstrual irregularities,"['hair loss', 'cold intolerance', 'fatigue', 'slowed heart rate', 'constipation', 'menstrual irregularities']",6,hair loss cold intolerance fatigue slowed heart rate constipation menstrual irregularities,22,0,1,1,0,0,0,0,1,0,0,0,3,True,partial_symptoms,34.0,True,0.8,
Hyperthyroidism,tremor; unintended weight loss; anxiety; frequent bowel movements,"['tremor', 'unintended weight loss', 'anxiety', 'frequent bowel movements']",4,tremor unintended weight loss anxiety frequent bowel movements,21,0,0,0,0,0,0,0,1,0,0,0,1,True,partial_symptoms,35.0,True,0.6,
Hyperthyroidism,anxiety; palpitations; unintended weight loss; tremor; heat intolerance,"['anxiety', 'palpitations', 'unintended weight loss', 'tremor', 'heat intolerance']",5,anxiety palpitations unintended weight loss tremor heat intolerance,21,0,1,0,0,0,0,0,1,0,0,0,2,True,partial_symptoms,35.0,True,0.7,
Hyperthyroidism,frequent bowel movements; heat intolerance; irritability; palpitations; tremor; increased sweating,"['frequent bowel movements', 'heat intolerance', 'irritability', 'palpitations', 'tremor', 'increased sweating']",6,frequent bowel movements heat intolerance irritability palpitations tremor increased sweating,21,0,1,0,0,0,0,0,0,0,0,0,1,True,partial_symptoms,35.0,True,0.8,
Hypertension (High Blood Pressure),headaches  esp  with severe hypertension; dizziness; often asymptomatic,"['headaches  esp  with severe hypertension', 'dizziness', 'often asymptomatic']",3,headaches  esp  with severe hypertension dizziness often asymptomatic,20,0,0,0,0,1,0,0,0,1,0,0,1,True,partial_symptoms,36.0,True,0.6,
Hypertension (High Blood Pressure),headaches  esp  with severe hypertension; shortness of breath if advanced; often asymptomatic,"['headaches  esp  with severe hypertension', 'shortness of breath if advanced', 'often asymptomatic']",3,headaches  esp  with severe hypertension shortness of breath if advanced often asymptomatic,20,1,0,0,0,1,0,0,0,1,0,0,2,True,partial_symptoms,36.0,True,0.7,
Hypertension (High Blood Pressure),dizziness; headaches  esp  with severe hypertension; often asymptomatic; nosebleeds  rare,"['dizziness', 'headaches  esp  with severe hypertension', 'often asymptomatic', 'nosebleeds  rare']",4,dizziness headaches  esp  with severe hypertension often asymptomatic nosebleeds  rare,20,0,0,0,0,1,0,0,0,1,0,0,1,True,partial_symptoms,36.0,True,0.8,
Coronary Artery Disease (Angina),pain may radiate to jaw arm back; relieved by rest or nitroglycerin; shortness of breath,"['pain may radiate to jaw arm back', 'relieved by rest or nitroglycerin', 'shortness of breath']",3,pain may radiate to jaw arm back relieved by rest or nitroglycerin shortness of breath,9,1,0,0,0,0,0,1,0,0,0,0,2,True,partial_symptoms,37.0,True,0.6,
Coronary Artery Disease (Angina),fatigue; chest pain pressure or discomfort with exertion; shortness of breath,"['fatigue', 'chest pain pressure or discomfort with exertion', 'shortness of breath']",3,fatigue chest pain pressure or discomfort with exertion shortness of breath,9,1,1,0,0,0,0,0,1,0,0,0,3,True,partial_symptoms,37.0,True,0.7,
Coronary Artery Disease (Angina),chest pain pressure or discomfort with exertion; pain may radiate to jaw arm back; shortness of breath; fatigue,"['chest pain pressure or discomfort with exertion', 'pain may radiate to jaw arm back', 'shortness of breath', 'fatigue']",4,chest pain pressure or discomfort with exertion pain may radiate to jaw arm back shortness of breath fatigue,9,1,1,0,0,0,0,1,1,0,0,0,4,True,partial_symptoms,37.0,True,0.8,
Myocardial Infarction (Heart Attack),severe chest pain pressure; nausea; pain radiating to jaw neck left arm; shortness of breath,"['severe chest pain pressure', 'nausea', 'pain radiating to jaw neck left arm', 'shortness of breath']",4,severe chest pain pressure nausea pain radiating to jaw neck left arm shortness of breath,29,1,1,1,0,0,0,1,0,1,0,0,4,True,partial_symptoms,38.0,True,0.6,
Myocardial Infarction (Heart Attack),shortness of breath; lightheadedness; pain radiating to jaw neck left arm; sudden weakness,"['shortness of breath', 'lightheadedness', 'pain radiating to jaw neck left arm', 'sudden weakness']",4,shortness of breath lightheadedness pain radiating to jaw neck left arm sudden weakness,29,1,0,0,0,1,0,1,0,1,0,0,3,True,partial_symptoms,38.0,True,0.7,
Myocardial Infarction (Heart Attack),lightheadedness; nausea; sweating; pain radiating to jaw neck left arm; shortness of breath,"['lightheadedness', 'nausea', 'sweating', 'pain radiating to jaw neck left arm', 'shortness of breath']",5,lightheadedness nausea sweating pain radiating to jaw neck left arm shortness of breath,29,1,0,1,0,0,0,1,0,0,0,0,3,True,partial_symptoms,38.0,True,0.8,
Stroke (Ischemic or Hemorrhagic),severe headache  esp  hemorrhagic; imbalance; confusion,"['severe headache  esp  hemorrhagic', 'imbalance', 'confusion']",3,severe headache  esp  hemorrhagic imbalance confusion,40,0,0,0,0,1,0,0,0,1,0,0,1,True,partial_symptoms,39.0,True,0.6,
Stroke (Ischemic or Hemorrhagic),sudden weakness or numbness  face arm leg  usually one side; slurred speech; imbalance; severe headache  esp  hemorrhagic,"['sudden weakness or numbness  face arm leg  usually one side', 'slurred speech', 'imbalance', 'severe headache  esp  hemorrhagic']",4,sudden weakness or numbness  face arm leg  usually one side slurred speech imbalance severe headache  esp  hemorrhagic,40,0,0,0,0,1,0,0,0,1,0,0,1,True,partial_symptoms,39.0,True,0.7,
Stroke (Ischemic or Hemorrhagic),imbalance; sudden vision trouble; slurred speech; sudden weakness or numbness  face arm leg  usually one side,"['imbalance', 'sudden vision trouble', 'slurred speech', 'sudden weakness or numbness  face arm leg  usually one side']",4,imbalance sudden vision trouble slurred speech sudden weakness or numbness  face arm leg  usually one side,40,0,0,0,0,1,0,0,0,1,0,0,1,True,partial_symptoms,39.0,True,0.8,
Migraine,nausea vomiting; moderate to severe pulsating headache often on one side; visual aura in some patients,"['nausea vomiting', 'moderate to severe pulsating headache often on one side', 'visual aura in some patients']",3,nausea vomiting moderate to severe pulsating headache often on one side visual aura in some patients,27,0,0,1,0,1,0,0,0,1,0,0,2,True,partial_symptoms,40.0,True,0.6,
Migraine,worsened by activity; visual aura in some patients; moderate to severe pulsating headache often on one side,"['worsened by activity', 'visual aura in some patients', 'moderate to severe pulsating headache often on one side']",3,worsened by activity visual aura in some patients moderate to severe pulsating headache often on one side,27,0,0,0,0,1,0,0,0,1,0,0,1,True,partial_symptoms,40.0,True,0.7,
Migraine,visual aura in some patients; moderate to severe pulsating headache often on one side; sensitivity to light and sound; nausea vomiting,"['visual aura in some patients', 'moderate to severe pulsating headache often on one side', 'sensitivity to light and sound', 'nausea vomiting']",4,visual aura in some patients moderate to severe pulsating headache often on one side sensitivity to light and sound nausea vomiting,27,0,0,1,0,1,0,0,0,1,0,0,2,True,partial_symptoms,40.0,True,0.8,
Tension Headache,not worsened by physical activity; dull  aching head pain,"['not worsened by physical activity', 'dull  aching head pain']",2,not worsened by physical activity dull  aching head pain,43,0,0,0,0,0,0,0,0,0,0,0,0,True,partial_symptoms,41.0,True,0.6,
Tension Headache,dull  aching head pain; mild to moderate intensity,"['dull  aching head pain', 'mild to moderate intensity']",2,dull  aching head pain mild to moderate intensity,43,0,0,0,0,0,0,0,0,0,1,0,0,True,partial_symptoms,41.0,True,0.7,
Tension Headache,mild to moderate intensity; tightness or pressure across forehead or back of head neck; not worsened by physical activity,"['mild to moderate intensity', 'tightness or pressure across forehead or back of head neck', 'not worsened by physical activity']",3,mild to moderate intensity tightness or pressure across forehead or back of head neck not worsened by physical activity,43,0,0,0,0,0,0,1,0,0,1,0,1,True,partial_symptoms,41.0,True,0.8,
Major Depressive Disorder,difficulty concentrating; fatigue; loss of interest or pleasure; changes in appetite or weight,"['difficulty concentrating', 'fatigue', 'loss of interest or pleasure', 'changes in appetite or weight']",4,difficulty concentrating fatigue loss of interest or pleasure changes in appetite or weight,26,0,0,1,0,0,0,0,1,0,0,0,2,True,partial_symptoms,42.0,True,0.6,
Major Depressive Disorder,difficulty concentrating; loss of interest or pleasure; suicidal thoughts; sleep disturbances,"['difficulty concentrating', 'loss of interest or pleasure', 'suicidal thoughts', 'sleep disturbances']",4,difficulty concentrating loss of interest or pleasure suicidal thoughts sleep disturbances,26,0,0,0,0,0,0,0,0,0,0,0,0,True,partial_symptoms,42.0,True,0.7,
Major Depressive Disorder,persistent low mood; suicidal thoughts; loss of interest or pleasure; fatigue; sleep disturbances,"['persistent low mood', 'suicidal thoughts', 'loss of interest or pleasure', 'fatigue', 'sleep disturbances']",5,persistent low mood suicidal thoughts loss of interest or pleasure fatigue sleep disturbances,26,0,0,0,0,0,0,0,1,0,0,1,1,True,partial_symptoms,42.0,True,0.8,
Generalized Anxiety Disorder (GAD),irritability; excessive worry; sleep disturbance; difficulty concentrating,"['irritability', 'excessive worry', 'sleep disturbance', 'difficulty concentrating']",4,irritability excessive worry sleep disturbance difficulty concentrating,17,0,0,0,0,0,0,0,0,0,0,0,0,True,partial_symptoms,43.0,True,0.6,
Generalized Anxiety Disorder (GAD),sleep disturbance; excessive worry; fatigue; muscle tension,"['sleep disturbance', 'excessive worry', 'fatigue', 'muscle tension']",4,sleep disturbance excessive worry fatigue muscle tension,17,0,0,0,0,0,0,1,1,0,0,0,2,True,partial_symptoms,43.0,True,0.7,
Generalized Anxiety Disorder (GAD),muscle tension; restlessness; irritability; sleep disturbance; difficulty concentrating,"['muscle tension', 'restlessness', 'irritability', 'sleep disturbance', 'difficulty concentrating']",5,muscle tension restlessness irritability sleep disturbance difficulty concentrating,17,0,0,0,0,0,0,1,0,0,0,0,1,True,partial_symptoms,43.0,True,0.8,
Rheumatoid Arthritis,symmetric joint pain  swelling and stiffness  worse in morning; fatigue,"['symmetric joint pain  swelling and stiffness  worse in morning', 'fatigue']",2,symmetric joint pain  swelling and stiffness  worse in morning fatigue,37,0,0,0,0,0,1,1,1,0,0,0,3,True,partial_symptoms,44.0,True,0.6,
Rheumatoid Arthritis,prolonged morning stiffness; fatigue,"['prolonged morning stiffness', 'fatigue']",2,prolonged morning stiffness fatigue,37,0,0,0,0,0,0,0,1,0,0,0,1,True,partial_symptoms,44.0,True,0.7,
Rheumatoid Arthritis,small joint involvement  hands  feet; fatigue; prolonged morning stiffness,"['small joint involvement  hands  feet', 'fatigue', 'prolonged morning stiffness']",3,small joint involvement  hands  feet fatigue prolonged morning stiffness,37,0,0,0,0,0,0,1,1,0,0,0,2,True,partial_symptoms,44.0,True,0.8,
Osteoarthritis,decreased range of motion; joint pain worsened with use; crepitus,"['decreased range of motion', 'joint pain worsened with use', 'crepitus']",3,decreased range of motion joint pain worsened with use crepitus,30,0,0,0,0,0,0,1,0,0,0,0,1,True,partial_symptoms,45.0,True,0.6,
Osteoarthritis,commonly affects knees  hips  hands  spine; stiffness  especially after rest; decreased range of motion,"['commonly affects knees  hips  hands  spine', 'stiffness  especially after rest', 'decreased range of motion']",3,commonly affects knees  hips  hands  spine stiffness  especially after rest decreased range of motion,30,0,0,0,0,0,0,0,0,0,0,0,0,True,partial_symptoms,45.0,True,0.7,
Osteoarthritis,crepitus; decreased range of motion; joint pain worsened with use; commonly affects knees  hips  hands  spine,"['crepitus', 'decreased range of motion', 'joint pain worsened with use', 'commonly affects knees  hips  hands  spine']",4,crepitus decreased range of motion joint pain worsened with use commonly affects knees  hips  hands  spine,30,0,0,0,0,0,0,1,0,0,0,0,1,True,partial_symptoms,45.0,True,0.8,
Systemic Lupus Erythematosus (Lupus),fatigue; chest pain from pleurisy; joint pain and swelling; butterfly rash on face,"['fatigue', 'chest pain from pleurisy', 'joint pain and swelling', 'butterfly rash on face']",4,fatigue chest pain from pleurisy joint pain and swelling butterfly rash on face,42,1,1,0,0,0,1,1,1,0,0,0,5,True,partial_symptoms,46.0,True,0.6,
Systemic Lupus Erythematosus (Lupus),joint pain and swelling; mouth ulcers; fatigue; fever; photosensitivity,"['joint pain and swelling', 'mouth ulcers', 'fatigue', 'fever', 'photosensitivity']",5,joint pain and swelling mouth ulcers fatigue fever photosensitivity,42,0,0,0,0,0,1,1,1,0,0,0,3,True,partial_symptoms,46.0,True,0.7,
Systemic Lupus Erythematosus (Lupus),joint pain and swelling; mouth ulcers; fever; fatigue; photosensitivity; chest pain from pleurisy,"['joint pain and swelling', 'mouth ulcers', 'fever', 'fatigue', 'photosensitivity', 'chest pain from pleurisy']",6,joint pain and swelling mouth ulcers fever fatigue photosensitivity chest pain from pleurisy,42,1,1,0,0,0,1,1,1,0,0,0,5,True,partial_symptoms,46.0,True,0.8,
Osteoporosis,loss of height; stooped posture; often asymptomatic until fracture,"['loss of height', 'stooped posture', 'often asymptomatic until fracture']",3,loss of height stooped posture often asymptomatic until fracture,31,0,0,0,0,0,0,0,0,0,0,0,0,True,partial_symptoms,47.0,True,0.6,
Osteoporosis,stooped posture; back pain from vertebral fractures; loss of height,"['stooped posture', 'back pain from vertebral fractures', 'loss of height']",3,stooped posture back pain from vertebral fractures loss of height,31,0,0,0,0,0,0,1,0,0,0,0,1,True,partial_symptoms,47.0,True,0.7,
Osteoporosis,often asymptomatic until fracture; stooped posture; increased risk of wrist hip vertebral fractures; back pain from vertebral fractures,"['often asymptomatic until fracture', 'stooped posture', 'increased risk of wrist hip vertebral fractures', 'back pain from vertebral fractures']",4,often asymptomatic until fracture stooped posture increased risk of wrist hip vertebral fractures back pain from vertebral fractures,31,0,0,0,0,0,0,1,0,0,0,0,1,True,partial_symptoms,47.0,True,0.8,
Chronic Kidney Disease (CKD),fatigue; electrolyte imbalances; nausea; swelling  edema  in legs ankles,"['fatigue', 'electrolyte imbalances', 'nausea', 'swelling  edema  in legs ankles']",4,fatigue electrolyte imbalances nausea swelling  edema  in legs ankles,7,0,0,1,0,0,1,0,1,0,0,0,3,True,partial_symptoms,48.0,True,0.6,
Chronic Kidney Disease (CKD),electrolyte imbalances; loss of appetite; fatigue; itching,"['electrolyte imbalances', 'loss of appetite', 'fatigue', 'itching']",4,electrolyte imbalances loss of appetite fatigue itching,7,0,0,1,0,0,1,0,1,0,0,0,3,True,partial_symptoms,48.0,True,0.7,
Chronic Kidney Disease (CKD),fatigue; electrolyte imbalances; swelling  edema  in legs ankles; loss of appetite; decreased urine output or changes in urination,"['fatigue', 'electrolyte imbalances', 'swelling  edema  in legs ankles', 'loss of appetite', 'decreased urine output or changes in urination']",5,fatigue electrolyte imbalances swelling  edema  in legs ankles loss of appetite decreased urine output or changes in urination,7,0,0,1,1,0,1,0,1,0,0,0,4,True,partial_symptoms,48.0,True,0.8,
Common Cold,runny or nasal congestion; sneezing; throat pain; mild cough; low grade fever; mild headache; fatigue,"['runny or nasal congestion', 'sneezing', 'throat pain', 'mild cough', 'low grade fever', 'mild headache', 'fatigue']",7,runny or nasal congestion sneezing throat pain mild cough low grade fever mild headache fatigue,8,1,0,0,0,1,0,0,1,0,1,0,3,True,noisy_symptoms,0.0,,,True
Influenza (Flu),high fever; chills; severe body aches; headache; dry cough; throat pain; profound fatigue; sometimes vomiting diarrhea  more in children,"['high fever', 'chills', 'severe body aches', 'headache', 'dry cough', 'throat pain', 'profound fatigue', 'sometimes vomiting diarrhea  more in children']",8,high fever chills severe body aches headache dry cough throat pain profound fatigue sometimes vomiting diarrhea  more in children,23,1,0,1,0,1,0,0,1,1,0,0,4,True,noisy_symptoms,1.0,,,True
Pneumonia,high fever; productive cough with phlegm; chest pain when breathing or coughing; shortness of breath; sweating; chills; fatigue,"['high fever', 'productive cough with phlegm', 'chest pain when breathing or coughing', 'shortness of breath', 'sweating', 'chills', 'fatigue']",7,high fever productive cough with phlegm chest pain when breathing or coughing shortness of breath sweating chills fatigue,35,1,1,0,0,0,0,0,1,1,0,0,3,True,noisy_symptoms,2.0,,,True
Bronchitis,persistent cough  may produce mucus; wheezing; chest discomfort; low grade fever; shortness of breath; fatigue,"['persistent cough  may produce mucus', 'wheezing', 'chest discomfort', 'low grade fever', 'shortness of breath', 'fatigue']",6,persistent cough  may produce mucus wheezing chest discomfort low grade fever shortness of breath fatigue,4,1,0,0,0,0,0,0,1,0,0,1,2,True,noisy_symptoms,3.0,,,True
Asthma,recurrent wheeze; shortness of breath; chest tightness; coughing  worse at night early morning; triggers  allergens  exercise,"['recurrent wheeze', 'shortness of breath', 'chest tightness', 'coughing  worse at night early morning', 'triggers  allergens  exercise']",5,recurrent wheeze shortness of breath chest tightness coughing  worse at night early morning triggers  allergens  exercise,2,1,0,0,0,0,0,0,0,0,0,1,1,True,noisy_symptoms,4.0,,,True
Allergic Rhinitis (Hay Fever),sneezing; itchy  watery eyes; runny or congested nose; post nasal drip; itchy throat; seasonal or perennial pattern,"['sneezing', 'itchy  watery eyes', 'runny or congested nose', 'post nasal drip', 'itchy throat', 'seasonal or perennial pattern']",6,sneezing itchy  watery eyes runny or congested nose post nasal drip itchy throat seasonal or perennial pattern,0,1,0,0,0,0,0,0,0,0,0,0,1,True,noisy_symptoms,5.0,,,True
